id,brand,car_model,type,desc,problem,datetime,status
1057302,广汽丰田,凯美瑞,2021款 2.5G 豪华版,广汽丰田凯美瑞车机不升级 无Carplay,服务,2023-11-23,用户评分
1057300,福建奔驰,威霆,2021款 2.0T 精英版 7座,福建奔驰威霆水温不稳定 存在安全隐患,发动机,2023-11-23,用户评分
1057274,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐动版,雪佛兰迈锐宝XL高压油泵故障导致启动延迟,发动机,2023-11-23,用户评分
1057272,上汽大众斯柯达,明锐,2015款 1.6L 自动 逸杰版,斯柯达明锐车内有异味 希望尽快处理,车身电器,2023-11-23,处理反馈
1057270,广汽丰田,汉兰达,2023款 2.5L 智能电混双擎 两驱 尊贵版 7座,广汽丰田汉兰达厂家客服不解决问题,服务态度,2023-11-23,用户评分
1057263,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机自动启动,发动机,2023-11-23,处理反馈
1057255,长安汽车,长安CS55 PLUS,2021款 蓝鲸版 1.5T 手动 豪华型,长安CS55 PLUS底盘异响 影响驾驶,前后桥及悬挂系统,2023-11-23,用户评分
1057247,长城汽车,哈弗大狗,2022款 1.5T DCT 两驱 马犬版,哈弗大狗蓄电池亏电导致无法启动,车身电器,2023-11-23,处理反馈
1057242,雷克萨斯,雷克萨斯ES,2020款 200 卓越版,雷克萨斯ES方向盘与挡杆异常磨损,车身电器,2023-11-23,处理反馈
1057224,别克,威朗,2022款 Pro 533T 乐享版,别克威朗安吉星远程操控无法使用,车身电器,2023-11-23,处理反馈
1057196,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放车机未更新无互联功能,服务,2023-11-23,处理反馈
1057193,一汽丰田,卡罗拉,2014款 1.6L CVT GL,一汽丰田卡罗拉大灯起皮 影响照明,车身电器,2023-11-23,处理反馈
1057192,上汽通用凯迪拉克,凯迪拉克XT5,2022款 2.0T 四驱 风尚型,凯迪拉克XT5燃油控制模块存在安全隐患,车身电器,2023-11-23,用户评分
1057189,华晨宝马,宝马3系,2016款 316i 时尚型,华晨宝马3系主驾驶侧玻璃升降时有异响,车身电器,2023-11-23,用户评分
1057186,五菱汽车,五菱荣光新卡,2021款 1.8L 舒适型 双排 双后轮 LJ479Q6,五菱荣光新卡发动机烧机油并且异响,发动机,2023-11-23,处理反馈
1057160,东风本田,艾力绅,2019款 2.0L 混动豪华版,东风本田艾力绅方向盘掉皮 存在质量问题,车身电器,2023-11-23,处理反馈
1057151,小鹏汽车,小鹏P5,2022款 600P,小鹏P5视觉雨刷及城市NGP与宣传不符,车身电器,2023-11-23,处理反馈
1057142,极氪,极氪001,2022款 超长续航 双电机 YOU版,极氪001充电权益内容变更 要求厂家解决,承诺不兑现,2023-11-23,处理反馈
1057139,宝马（进口）,宝马X4,2022款 xDrive 30i M运动套装,进口宝马X4保养后多个故障灯报警,车身电器,2023-11-23,处理反馈
1057136,东风本田,思域,2019款 220TURBO CVT 劲动版 国VI,东风本田思域优科豪马轮胎开裂起皮,轮胎,2023-11-23,用户评分
1057130,别克,君威,2022款 552T 智享型,别克君威燃油泵控制模块 存在安全隐患,车身电器,2023-11-23,用户评分
1057125,吉利汽车,星瑞,2021款 2.0TD 豪华型,吉利星瑞主驾驶座椅异响 要求解决,车身电器,2023-11-23,用户评分
1057120,华晨宝马,宝马X3,2020款 xDrive30i 领先型 M运动套装,华晨宝马X3原地转向及刹车异响 车机功能缺失,转向系统,2023-11-23,处理反馈
1057119,别克,君威,2022款 552T 智享型,别克君威燃油泵模块存在安全隐患 要求更换,车身电器,2023-11-23,处理反馈
1057116,极氪,极氪001,2021款 超长续航 双电机 YOU版,极氪001修改充电权益内容 希望处理,承诺不兑现,2023-11-23,用户评分
1057112,一汽奥迪,奥迪A4L,2020款 40 TFSI 豪华动感型,一汽奥迪A4L车载互联故障 导致事故,车身电器,2023-11-23,用户评分
1057109,东风本田,本田CR-V,2021款 240TURBO CVT 两驱 都市版,东风本田CR-V左后尾灯进水起雾,车身电器,2023-11-23,处理反馈
1057100,上汽通用凯迪拉克,凯迪拉克XT5,2022款 2.0T 两驱 豪华型,凯迪拉克XT5燃油泵控制模块 存在安全隐患,车身电器,2023-11-23,用户评分
1057096,别克,威朗,2022款 Pro 533T 乐享版,别克威朗刹车盘异常磨损 刹车异响,制动系统,2023-11-23,用户评分
1057094,别克,君威,2022款 652T 智享型,别克君威燃油模块设计缺陷 存在安全隐患,车身电器,2023-11-23,用户评分
1057046,广汽乘用车,影豹,2021款 270T DCT J15版,广汽传祺影豹蓄电池亏电导致无法启动,车身电器,2023-11-23,处理反馈
1057045,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐动版,雪佛兰迈锐宝XL发动机冷车启动困难,发动机,2023-11-23,处理反馈
1057035,北京奔驰,奔驰E级,2018款 E 300 L 豪华型 改款,北京奔驰E级发动机故障灯亮 涡轮增压器故障,发动机,2023-11-23,用户评分
1057030,别克,君越,2021款 Avenir艾维亚 先享型,别克君越发动机故障灯频繁亮 三元催化故障,发动机,2023-11-23,用户评分
1057026,上汽通用凯迪拉克,凯迪拉克CT5,2022款 28T 风尚型,凯迪拉克CT5转向机故障 打方向异响,转向系统,2023-11-23,用户评分
1057017,一汽丰田,威驰,2017款 1.5L CVT 创行版,一汽丰田威驰发动机涨紧轮有异响,发动机,2023-11-23,处理反馈
1057014,长安福特,福睿斯,2019款 改款 1.5L 手动 质享型（胎压监测） 国VI,长安福特福睿斯新风系统无法手动关闭,其他,2023-11-23,处理反馈
1057013,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌车机卡顿 系统无升级,车身电器,2023-11-23,信息审核
1056995,东风本田,思域,2019款 220TURBO 手动 劲控版 国V,东风本田思域承诺理赔的尾灯变现 未兑现,承诺不兑现,2023-11-23,用户评分
1056994,一汽丰田,RAV4荣放,2022款 双擎 2.5L E-CVT 两驱 精英版,一汽丰田RAV4荣放车机不升级 无互联功能,服务,2023-11-23,处理反馈
1056966,长安福特,锐际,2020款 EcoBoost 245 两驱 耀享款,长安福特锐际减震器出现漏油的现象,前后桥及悬挂系统,2023-11-23,用户评分
1056964,长安马自达,阿特兹,2020款 2.5L 蓝天运动版,长安马自达阿特兹车门落锁时有异响,车身电器,2023-11-23,用户评分
1056961,广汽丰田,YARiS L 致炫,2020款 致炫X 1.5L CVT 领先版,广汽丰田YARiSL 致炫大灯凝结水珠 无法消散,车身电器,2023-11-23,信息审核
1056952,别克,英朗,2019款 18T 自动 互联精英型 国VI,别克英朗方向机和十字节故障 存在异响,转向系统,2023-11-23,处理反馈
1056938,一汽奥迪,奥迪Q5L,2022款 改款 45T 豪华动感型,一汽奥迪Q5L方向跑偏和轮胎异常偏磨,前后桥及悬挂系统,2023-11-23,处理反馈
1056928,广汽丰田,凯美瑞,2021款 2.5G 豪华版,广汽丰田凯美瑞车机系统老旧 长时间不更新,服务,2023-11-23,用户评分
1056922,奇瑞汽车,瑞虎8,2021款 鲲鹏版 390TGDI 自动 逐风+版,奇瑞瑞虎8变速箱异响 方向盘跑高速卡顿,变速器,2023-11-23,用户评分
1056909,特斯拉中国,Model 3,2021款 标准续航 后驱 升级版 3D6,特斯拉Model 3动力电池损坏且系统无提示,车身电器,2023-11-23,用户评分
1056904,广汽丰田,雷凌,2021款 185T CVT 豪华版,广汽丰田雷凌车机卡顿系统不升级,车身电器,2023-11-23,信息审核
1056899,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式下发动机自动启动,发动机,2023-11-23,处理反馈
1056898,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁质保期内车身漏水 未解决,车身电器,2023-11-23,用户评分
1056890,玛莎拉蒂,Levante,2021款 3.0T 豪华版,玛莎拉蒂Levante排水孔不排水 车载电脑短路,车身电器,2023-11-23,信息审核
1056879,一汽丰田,卡罗拉,2021款 1.2T S-CVT 豪华版,一汽丰田卡罗拉导航版本老旧 变速箱顿挫,变速器,2023-11-23,用户评分
1056873,广汽丰田,凯美瑞,2021款 2.5G 豪华版,广汽丰田凯美瑞车机卡顿 不支持手机互联,车身电器,2023-11-23,处理反馈
1056861,奇瑞新能源,小蚂蚁,2022款 魅 罗曼司 30.6kWh,奇瑞新能源小蚂蚁电池无法充电 厂家不作为,车身电器,2023-11-23,用户评分
1056853,长安汽车,长安欧尚X5,2021款 改款 1.6L CVT 豪华型,长安欧尚X5车机系统一直未OTA升级,服务,2023-11-23,处理反馈
1056852,比亚迪,秦PLUS,2021款 DM-i 55KM 尊贵型,比亚迪秦PLUS车身生锈 转向异响,转向系统,2023-11-23,用户评分
1056850,阿尔法·罗密欧,Stelvio斯坦维,2021款 2.0T 280HP 豪华版,阿尔法·罗密欧Stelvio右侧大灯不亮,车身电器,2023-11-23,信息审核
1056844,华晨宝马,宝马X3,2021款 改款 xDrive28i M运动套装,华晨宝马X3日间行车灯变黄不亮 售后未解决,车身电器,2023-11-23,处理反馈
1056839,东风本田,思域,2019款 220TURBO CVT 劲动版 国V,东风本田思域优科豪马轮胎开裂 掉块严重,轮胎,2023-11-23,处理反馈
1056835,奥迪（进口）,奥迪Q7,2021款 55 TFSI quattro S line运动型,进口奥迪Q7发电机故障 厂家无配件,车身电器,2023-11-23,用户评分
1056834,上汽大众,途观L,2021款 380TSI 自动 四驱 R-Line越享版 7座,上汽大众途观L轮毂掉漆 售后拖延处理,车身电器,2023-11-23,处理反馈
1056833,比亚迪,汉,2020款 DM 四驱 性能版 豪华型,比亚迪汉动力电池持续掉电一直存在,车身电器,2023-11-23,处理反馈
1056812,吉利几何,吉利几何A,2021款 Pro 臻享高能续航版 600KM A600亚运版,吉利几何A仪表显示续航里程不准,车身电器,2023-11-23,处理反馈
1056806,丰田（进口）,埃尔法,2021款 双擎 2.5L 豪华版,进口丰田埃尔法前大灯进土 要求更换大灯,车身电器,2023-11-23,信息审核
1056793,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾挂D挡怠速时车身明显抖动,车身电器,2023-11-23,用户评分
1056786,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐动版,雪佛兰迈锐宝XL车辆无法启动 动力消失,发动机,2023-11-23,处理反馈
1056783,广汽丰田,凯美瑞,2021款 2.5G 豪华版,广汽丰田凯美瑞车机更新后提示充值会员,车身电器,2023-11-23,用户评分
1056775,别克,君越,2021款 552T 豪华型,别克君越电瓶亏电 车辆启动困难,车身电器,2023-11-23,用户评分
1056774,广汽丰田,威兰达,2022款 双擎 2.5L E-CVT 四驱 豪华PLUS版,广汽丰田威兰达严重吃胎4S店不处理,前后桥及悬挂系统,2023-11-23,信息审核
1056767,奇瑞新能源,小蚂蚁,2021款 20万蚁粉款 元气版 三元锂 408km,奇瑞新能源小蚂蚁4S店私自升级车辆系统,服务,2023-11-23,用户评分
1056721,上汽集团,荣威i5,2021款 1.5L CVT 黑金版,上汽荣威i5行驶过程中自动熄火 存在安全隐患,发动机,2023-11-23,处理反馈
1056718,奇瑞汽车,瑞虎8 PRO,2022款 290T 两驱 浩瀚版 5座,奇瑞瑞虎8 PRO车机系统无法升级,服务,2023-11-23,用户评分
1056691,别克,昂科威,2023款 昂科威Plus 652T 五座 豪华型,别克昂科威行驶途中发动机突然自动熄火,发动机,2023-11-22,处理反馈
1056670,东风本田,英仕派,2019款 260TURBO 精致版 国VI,东风本田英仕派轮胎偏磨 厂家不作为,前后桥及悬挂系统,2023-11-22,处理反馈
1056668,长安汽车,长安CS75,2022款 蓝鲸版 1.5T DCT 尊贵型,长安CS75 4S店维修质量差 服务差,人员技术,2023-11-22,处理反馈
1056663,别克,君越,2021款 652T 豪华型,别克君越点火延迟 高压油泵质量缺陷,发动机,2023-11-22,处理反馈
1056643,一汽丰田,卡罗拉,2021款 双擎 1.8L E-CVT 精英版,一汽丰田卡罗拉车机多媒体缺少手机互联功能,其他服务问题,2023-11-22,处理反馈
1056642,广汽丰田,威兰达,2022款 2.0L CVT 两驱 豪华PLUS版,广汽丰田威兰达车机卡顿 无法升级,车身电器,2023-11-22,信息审核
1056640,上汽集团,荣威i6 MAX,2020款 300TGI 自动 爽酷智驾版,上汽荣威i6MAX车机系统老旧车机无法升级,服务,2023-11-22,用户评分
1056638,上汽通用雪佛兰,迈锐宝XL,2021款 Redline 550T 自动 锐联版,雪佛兰迈锐宝XL燃油模块故障存在隐患,车身电器,2023-11-22,用户评分
1056636,别克,昂科旗,2020款 28T 两驱 尊贵型,别克昂科旗整车车漆大范围出现白斑,车身电器,2023-11-22,用户评分
1056629,上汽通用雪佛兰,迈锐宝XL,2021款 Redline 550T 自动 锐动版,雪佛兰迈锐宝XL仪表显示变速箱未挂入P挡,变速器,2023-11-22,用户评分
1056628,上汽通用雪佛兰,迈锐宝XL,2020款 Redline 550T 自动 锐动版,雪佛兰迈锐宝XL燃油模块存在安全隐患,车身电器,2023-11-22,处理反馈
1056610,上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 领先型,凯迪拉克XT4燃油泵模块存在安全隐患,车身电器,2023-11-22,处理反馈
1056608,华晨宝马,宝马X1,2022款 sDrive25Li 领先型,华晨宝马X1刹车片异常磨损 影响安全行驶,制动系统,2023-11-22,用户评分
1056605,长安汽车,长安UNI-T,2022款 1.5T 尊贵型,长安UNI-T高速行驶定速巡航失灵 无法加速,车身电器,2023-11-22,处理反馈
1056593,奇瑞汽车,捷途X70 PLUS,2021款 1.5T DCT 山 5座,捷途X70 PLUS发动机故障 希望厂家处理,发动机,2023-11-22,处理反馈
1056588,广汽本田,雅阁,2018款 2.0L 锐智版 锐·混动 国VI,广汽本田雅阁后轮胎内侧偏磨严重,前后桥及悬挂系统,2023-11-22,用户评分
1056550,极氪,极氪001,2022款 长续航 双电机 WE版,极氪001轮毂变形 导致车辆行驶中抖动,车身电器,2023-11-22,用户评分
1056546,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源发动机EV启动 车机无法识别,发动机,2023-11-22,处理反馈
1056543,别克,微蓝6,2022款 互联智享型 PLUS,别克微蓝6减速器进异物导致异响 维修无配件,发动机,2023-11-22,用户评分
1056527,长安汽车,逸动,2021款 PLUS 1.6L GDI CVT 精英型,长安逸动刹车油管漏油 售后维修检测不到位,人员技术,2023-11-22,处理反馈
1056520,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 荣耀型,一汽大众捷达VS5底盘异响 4S店查不出原因,前后桥及悬挂系统,2023-11-22,处理反馈
1056507,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS车辆夜间停放时被厂家远程操控,服务,2023-11-22,用户评分
1056495,比亚迪,宋Pro新能源,2019款 EV 高功率高续航版 旗舰型,比亚迪宋Pro新能源续航剩余低时 过早限速,车身电器,2023-11-22,用户评分
1056483,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英PLUS版,一汽丰田卡罗拉车机系统不升级 喇叭音质差,车身电器,2023-11-22,用户评分
1056480,东风本田,英仕派,2019款 260TURBO 精致版 国VI,东风本田英仕派后轮胎偏磨严重,前后桥及悬挂系统,2023-11-22,用户评分
1056474,江铃福特,全顺,2017款 2.0T 多功能商用车 中轴 中顶 国IV 柴油,江铃福特全顺发动机漏油 大灯龟裂 车身生锈,发动机,2023-11-22,用户评分
1056470,别克,君威,2017款 28T 自动 尊享型,别克君威变速箱4挡有异响 要求厂家解决,变速器,2023-11-22,处理反馈
1056463,长安汽车,长安CS75 PLUS,2021款 1.5T 自动 尊贵型,长安CS75 PLUS车机和导航长时间无法更新,服务,2023-11-22,用户评分
1056458,长安汽车,长安欧尚Z6,2022款 蓝鲸 1.5T DCT 智尊型,长安欧尚Z6底盘异响 本地无售后,前后桥及悬挂系统,2023-11-22,处理反馈
1056439,广汽丰田,凯美瑞,2021款 2.5G 豪华版,广汽丰田凯美瑞轮胎内侧吃胎偏磨,前后桥及悬挂系统,2023-11-22,处理反馈
1056430,别克,君威,2019款 20T 精英型 国VI,别克君威变速箱漏油一直未解决希望处理,变速器,2023-11-22,用户评分
1056399,上汽大众,途岳,2021款 280TSI 两驱 豪华版,上汽大众途岳右后尾灯内部开裂 半轴渗油,前后桥及悬挂系统,2023-11-22,处理反馈
1056398,别克,君威,2021款 552T 精英型,别克君威燃油泵控制模块存在安全隐患,车身电器,2023-11-22,用户评分
1056397,东风日产,轩逸,2021款 1.6L XL CVT 悦享版,东风日产轩逸ABS系统漏电 电瓶缺电严重,制动系统,2023-11-22,用户评分
1056392,一汽奥迪,奥迪A4L,2020款 40 TFSI 时尚致雅型,一汽奥迪A4L 4S店更换的大灯偏黄偏暗,车身电器,2023-11-22,用户评分
1056388,上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 技术型,凯迪拉克XT4烧机油 排气管锈蚀 喇叭不灵敏,发动机,2023-11-22,用户评分
1056383,奔驰（进口）,奔驰CLS,2020款 CLS 300 动感型,进口奔驰CLS正常行驶轮毂开裂 4S店不予更换,车身电器,2023-11-22,用户评分
1056367,广汽本田,雅阁,2022款 260TURBO 幻夜·尊贵版,广汽本田雅阁吃胎偏磨 饰板开裂 导航未升级,前后桥及悬挂系统,2023-11-22,处理反馈
1056365,北京奔驰,奔驰E级,2021款 E 260 L,北京奔驰E级中控及车门木纹有开裂迹象,车身电器,2023-11-22,处理反馈
1056358,长安汽车,长安CS75 PLUS,2020款 1.5T 自动 尊贵型,长安CS75 PLUS发动机渗油希望厂家解决,发动机,2023-11-22,处理反馈
1056350,别克,君威,2017款 20T 自动 豪华型,别克君威USB接口问题 车机Carplay经常掉线,车身电器,2023-11-22,处理反馈
1056347,广汽本田,型格,2022款 240TURBO CVT 科技版,广汽本田型格行驶中方向盘卡滞 异响,转向系统,2023-11-22,用户评分
1056342,上汽大众,凌渡,2021款 改款 280TSI DSG 舒适版,上汽大众凌渡空调PM2.5过滤装置疑似减配,其他,2023-11-22,处理反馈
1056332,广汽本田,雅阁,2022款 260TURBO 幻夜·尊贵版,广汽本田雅阁保养期间发现后轮轮胎严重偏磨,前后桥及悬挂系统,2023-11-22,用户评分
1056317,东风本田,思域,2019款 220TURBO CVT 燃动版 国VI,东风本田思域优科豪马轮胎开裂掉块,轮胎,2023-11-22,处理反馈
1056312,东风日产,逍客,2021款 2.0L CVT 豪华版,东风日产逍客发动机机油内进入燃油,发动机,2023-11-22,处理反馈
1056301,华晨宝马,宝马X3,2022款 xDrive25i M运动套装,华晨宝马X3主驾驶座椅左侧脱皮 售后未处理,车身电器,2023-11-22,处理反馈
1056294,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐动版,雪佛兰迈锐宝XL经销商维修技术差 不予处理,服务态度,2023-11-22,处理反馈
1056292,东风日产,楼兰,2021款 2.5L XL 两驱 智联豪华版,东风日产楼兰后轮异响 吃胎偏磨,前后桥及悬挂系统,2023-11-22,处理反馈
1056275,长安汽车,长安欧尚X5,2021款 1.6L CVT 尊贵型,长安欧尚X5车内多处异响严重 希望处理,车身电器,2023-11-22,处理反馈
1056272,别克,君威,2022款 552T 智享型,别克君威经销商滥用车主信息进行贷款,人员技术,2023-11-22,处理反馈
1056271,广汽丰田,威兰达新能源,2021款 高性能版 2.5L 四驱 劲擎版,广汽丰田威兰达新能源质保期内挡把掉皮,车身电器,2023-11-22,信息审核
1056266,长安汽车,长安CS75 PLUS,2021款 1.5T 自动 豪华型,长安CS75 PLUS车机卡顿 装饰板老化,车身电器,2023-11-22,处理反馈
1056257,埃安,AION S,2023款 魅 580,埃安AION S正常行驶中转向机异响,转向系统,2023-11-22,处理反馈
1056248,上汽通用凯迪拉克,凯迪拉克XT4,2022款 28T 两驱 风尚型,凯迪拉克XT4售后维修人员态度恶劣,服务态度,2023-11-22,处理反馈
1056241,上汽通用雪佛兰,迈锐宝XL,2022款 Redline 550T 自动 锐动版,雪佛兰迈锐宝XL燃油泵模块存在安全隐患,车身电器,2023-11-22,处理反馈
1056225,上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 领先型,凯迪拉克XT4质保期内日行灯发黄,车身电器,2023-11-22,处理反馈
1056214,上汽大众,辉昂,2016款 380TSI 两驱 御尊版,上汽大众辉昂转向异响 后大灯进水严重,转向系统,2023-11-22,用户评分
1056206,吉利汽车,博越,2020款 1.8TD DCT 智联PRO,吉利博越行驶中变速箱异响顿挫明显,变速器,2023-11-22,用户评分
1056204,埃安,AION Y,2022款 70 畅享版 磷酸铁锂,埃安AION Y森麒麟轮胎正常行驶变形,轮胎,2023-11-22,处理反馈
1056196,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-11-22,用户评分
1056192,别克,昂科威,2022款 昂科威S 四驱 Avenir艾维亚,别克昂科威行驶中突然熄火无法启动,车身电器,2023-11-22,用户评分
1056187,一汽奥迪,奥迪A6L,2017款 TFSI 双离合 舒适型,一汽奥迪A6L发动机支撑架有漏油的现象,发动机,2023-11-22,处理反馈
1056182,别克,昂科旗,2022款 652T 四驱 尊享旗舰型 7座,别克昂科旗燃油泵控制模块有安全隐患,车身电器,2023-11-22,用户评分
1056170,北京现代,索纳塔,2020款 270TGDi GL DCT 领先版,现代索纳塔转向异响 车轮异响 变速箱顿挫,变速器,2023-11-22,处理反馈
1056147,一汽-大众,高尔夫,2021款 280TSI DSG R-Line,一汽大众高尔夫仪表显示屏忽明忽暗,发动机,2023-11-22,用户评分
1056145,一汽丰田,卡罗拉,2021款 1.2T S-CVT 豪华版,一汽丰田卡罗拉中高配无手机互联 车机未更新,服务,2023-11-22,处理反馈
1056140,广汽丰田,汉兰达,2022款 双擎 2.5L 四驱 尊贵版 7座,广汽丰田汉兰达车机升级收费99元,服务收费,2023-11-22,信息审核
1056117,上汽通用凯迪拉克,凯迪拉克XT4,2021款 28T 两驱 领先型,凯迪拉克XT4燃油泵控制模块存在安全隐患,车身电器,2023-11-22,处理反馈
1056115,别克,君威,2020款 552T 豪华型,别克君威高速路上自动熄火 要求厂家解决,发动机,2023-11-22,用户评分
1056097,长安汽车,长安UNI-T,2021款 1.5T 运动版 旗舰型,长安UNI-T发动机漏油 要求厂家解决,发动机,2023-11-22,用户评分
1056085,一汽-大众,ID.4 CROZZ,2022款 长续航Lite PRO版,一汽大众ID.4CROZZ车机黑屏 无OTA升级,车身电器,2023-11-22,用户评分
1056082,别克,君威,2019款 20T 精英型 国VI,别克君威燃油泵模块存在安全隐患,发动机,2023-11-22,用户评分
1056077,一汽丰田,卡罗拉,2021款 1.2T S-CVT 精英PLUS版,一汽丰田卡罗拉车机卡顿 没有CarPlay,车身电器,2023-11-22,用户评分
1056070,北京奔驰,奔驰E级,2023款 改款 E 300 L 豪华型,北京奔驰E级自动启停功能无法关闭,其他,2023-11-22,处理反馈
1056053,江淮汽车,江淮iEV6E,2017款 iEV6E,江淮iEV6E动力电池漏液 存在质量通病,车身电器,2023-11-21,用户评分
1056049,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐行版,雪佛兰迈锐宝XL燃油模块存在安全隐患,车身电器,2023-11-21,用户评分
1056047,上汽通用雪佛兰,科鲁泽,2020款 轻混 RS 330T 自动 畅快版,雪佛兰科鲁泽发动机怠速抖动 异响严重,发动机,2023-11-21,用户评分
1056040,别克,昂科旗,2022款 652T 四驱 尊享旗舰型 7座,别克昂科旗左后车门购车一年后开始生锈,车身电器,2023-11-21,用户评分
1056039,上汽大众,帕萨特,2020款 改款 330TSI 精英版 国VI,上汽大众帕萨特过减速带车身晃动 松散,前后桥及悬挂系统,2023-11-21,处理反馈
1056030,长城汽车,哈弗赤兔,2021款 激擎版 1.5T 黄金兔,哈弗赤兔低速行驶时发动机有异响,发动机,2023-11-21,用户评分
1056028,广汽菲克菲亚特,菲翔,2012款 1.4T 自动 悦享版,广汽菲亚特菲翔仪表盘上提示变速箱失效,变速器,2023-11-21,信息审核
1056011,广汽丰田,雷凌,2022款 双擎 1.8H E-CVT 豪华版,广汽丰田雷凌右前机脚故障导致异响,发动机,2023-11-21,用户评分
1055988,长安汽车,长安欧尚X5,2021款 1.5T DCT 尊贵型,长安欧尚X5变速箱换挡顿挫 希望厂家处理,变速器,2023-11-21,用户评分
1055986,别克,威朗,2022款 Pro 533T 乐享版,别克威朗高速时转向卡滞 存在质量问题,转向系统,2023-11-21,处理反馈
1055949,广汽本田,雅阁,2022款 260TURBO 幻夜·尊贵版,广汽本田雅阁车机不升级 导航不准,车身电器,2023-11-21,用户评分
1055948,五菱汽车,五菱星辰,2021款 1.5T CVT 星曜版,五菱星辰左边大灯有水气 右边日行灯不亮,车身电器,2023-11-21,处理反馈
1055942,埃安,AION Y,2022款 70 科技版 磷酸铁锂,埃安AION Y日行灯不亮 要求厂家解决,车身电器,2023-11-21,处理反馈
1055931,北京奔驰,奔驰GLB,2021款 GLB 200 时尚型,北京奔驰GLB前排脚部与后排出风口风量低,车身电器,2023-11-21,处理反馈
1055928,一汽-大众,ID.4 CROZZ,2022款 长续航Lite PRO版,一汽大众ID.4 CROZZ电机异响 氛围灯破裂,发动机,2023-11-21,处理反馈
1055913,东风乘用车,奕炫,2020款 230T 自动 炫目版,东风风神奕炫后备厢异响 油耗高,发动机,2023-11-21,用户评分
1055907,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉轮毂腐蚀 要求更换,车身电器,2023-11-21,处理反馈
1055905,上汽通用凯迪拉克,凯迪拉克XT5,2021款 2.0T 两驱 豪华型,凯迪拉克XT5燃油模块召回需要等待9个月,车身电器,2023-11-21,处理反馈
1055884,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS纯电模式发动机自动启动,发动机,2023-11-21,处理反馈
1055881,长安福特,锐际,2020款 EcoBoost 245 两驱 悠享款,长安福特锐际车机系统不更新 百度地图老旧,服务,2023-11-21,用户评分
1055876,奇瑞捷豹路虎,发现运动版,2021款 249PS R-Dynamic S 性能版,奇瑞路虎发现运动版左前大灯进水,车身电器,2023-11-21,用户评分
1055874,别克,昂科威,2022款 昂科威S 552T 两驱 豪华型,别克昂科威燃油模块经销商不予更换,车身电器,2023-11-21,处理反馈
1055867,上汽通用雪佛兰,迈锐宝XL,2022款 535T 自动 锐动版,雪佛兰迈锐宝XL燃油模块存在安全隐患,车身电器,2023-11-21,用户评分
1055864,上汽通用凯迪拉克,凯迪拉克CT5,2020款 改款 28T 铂金运动版,凯迪拉克CT5差速器严重异响 要求厂家更换,前后桥及悬挂系统,2023-11-21,用户评分
1055863,上汽集团,荣威i6 MAX,2020款 300TGI 自动 爽酷天幕智驾Supreme版,上汽荣威i6 MAX车机系统陈旧 不更新升级,服务,2023-11-21,处理反馈
1055861,一汽丰田,RAV4荣放,2022款 2.0L CVT 两驱 风尚Plus版,一汽丰田RAV4荣放车机不升级 无互联功能,服务,2023-11-21,用户评分
1055844,上汽大众,朗逸,2021款 280TSI DSG 舒适版,上汽大众朗逸主机功能无法正常使用,销售欺诈,2023-11-21,用户评分
1055834,广汽本田,型格,2022款 240TURBO CVT 尊享版,广汽本田型格蓝牙钥匙失效 要求厂家解决,车身电器,2023-11-21,处理反馈
1055822,上汽通用凯迪拉克,凯迪拉克XT5,2022款 2.0T 两驱 豪华型,凯迪拉克XT5燃油泵控制模块故障 要求更换,车身电器,2023-11-21,用户评分
1055805,别克,君威,2021款 552T 精英型,别克君威发动机启动延迟 ESC故障报警,发动机,2023-11-21,用户评分
1055795,一汽-大众,迈腾GTE插电混动,2022款 GTE 豪华型,一汽大众迈腾GTE插电混动变速箱异响,变速器,2023-11-21,处理反馈
